tweet_id,retweet_count,favorite_count
820837357901512704,6537,0
820749716845686786,9632,30978
820690176645140481,3149,12015
820494788566847489,549,0
820446719150292993,2497,0
820314633777061888,549,3285
820078625395449857,6130,19439
820013781606658049,1139,0
819952236453363712,1139,5229
819924195358416896,4768,12704
819711362133872643,3042,13136
819588359383371776,1948,9486
819347104292290561,1174,7101
819238181065359361,398,2214
819227688460238848,6537,22652
819015337530290176,36136,0
819015331746349057,18620,0
819006400881917954,18620,44633
819004803107983360,36136,85639
818646164899774465,20423,0
818627210458333184,7374,22025
818614493328580609,2472,9662
818588835076603904,5974,0
818536468981415936,2391,10675
818307523543449600,7850,0
818259473185828864,2198,10815
818145370475810820,2491,12061
817908911860748288,778,4775
817827839487737858,26420,50678
817777686764523521,2619,10566
817536400337801217,2879,11581
817502432452313088,3310,0
817423860136083457,14322,33178
817415592588222464,928,5503
817181837579653120,8237,0
817171292965273600,1979,8625
817120970343411712,2536,12007
817056546584727552,1604,8443
816829038950027264,4602,0
816816676327063552,1993,9839
816697700272001025,2140,9624
816450570814898180,7850,29875
816336735214911488,1900,8458
816091915477250048,2088,8789
816062466425819140,990,0
816014286006976512,5133,0
815990720817401858,990,4861
815966073409433600,8237,22013
815745968457060357,4045,0
815736392542261248,2216,9686
815639385530101762,1610,8097
815390420867969024,3732,10195
814986499976527872,1245,7537
814638523311648768,2641,11102
814578408554463233,5712,0
814530161257443328,1828,8503
814153002265309185,8488,28293
813944609378369540,3120,0
813910438903693312,1822,9183
813812741911748608,13681,35927
813800681631023104,1716,8197
813217897535406080,7153,18361
813202720496779264,1783,9106
813187593374461952,4256,19563
813172488309972993,1891,9134
813157409116065792,2152,7657
813142292504645637,2340,8374
813130366689148928,435,4427
813127251579564032,3050,11638
813112105746448384,2677,10147
813096984823349248,3551,10419
813081950185472002,2734,9765
813066809284972545,1911,7814
813051746834595840,7206,20641
812781120811126785,1865,7436
812709060537683968,1413,6522
812503143955202048,1191,5974
812466873996607488,1894,7863
812372279581671427,3596,13466
811985624773361665,1372,7170
811744202451197953,1557,7431
811647686436880384,721,5529
811627233043480576,3002,12571
811386762094317568,6257,20636
810984652412424192,1402,5238
810896069567610880,1731,8879
810657578271330305,2579,10818
810284430598270976,11018,34720
810254108431155201,3306,14504
809920764300447744,3866,15356
809808892968534016,4809,0
809448704142938112,1436,6856
809220051211603969,5489,19638
809084759137812480,3462,13053
808838249661788160,2980,9980
808733504066486276,2122,7798
808501579447930884,2558,11154
808344865868283904,20423,41904
808134635716833280,5802,0
808106460588765185,2167,8700
808001312164028416,3476,12353
807621403335917568,3549,14396
807106840509214720,54299,116473
807059379405148160,7195,0
807010152071229440,3797,12947
806629075125202948,33970,73581
806620845233815552,5428,0
806576416489959424,1920,4828
806542213899489280,2319,10082
806242860592926720,11416,0
806219024703037440,1175,6377
805958939288408065,5272,0
805932879469572096,1891,8192
805826884734976000,1784,6483
805823200554876929,7860,0
805520635690676224,1630,5681
805487436403003392,2482,8699
805207613751304193,1691,7744
804738756058218496,3759,13511
804475857670639616,1975,6063
804413760345620481,3170,0
804026241225523202,15821,43852
803773340896923648,2695,9932
803692223237865472,7310,0
803638050916102144,4078,10805
803380650405482500,1849,7669
803321560782307329,5217,0
803276597545603072,2413,9916
802952499103731712,1961,8912
802624713319034886,2852,0
802600418706604034,1435,7021
802572683846291456,2473,8845
802323869084381190,5742,15980
802265048156610565,1352,6850
802239329049477120,2576,8986
802185808107208704,269,0
801958328846974976,1689,7666
801854953262350336,234,1774
801538201127157760,2036,8131
801285448605831168,804,5966
801167903437357056,5802,24149
801127390143516673,3888,0
801115127852503040,2069,7976
800859414831898624,96,678
800855607700029440,1582,0
800751577355128832,2751,10456
800513324630806528,2949,12996
800459316964663297,2143,9402
800443802682937345,4236,0
800388270626521089,2765,11031
800188575492947969,3869,0
800141422401830912,2497,15092
800018252395122689,12906,27975
799774291445383169,4589,0
799757965289017345,2123,8293
799422933579902976,1893,7973
799308762079035393,5369,0
799297110730567681,2699,9750
799063482566066176,2436,8003
798933969379225600,4377,12922
798925684722855936,1418,7432
798705661114773508,6537,0
798701998996647937,7638,0
798697898615730177,6425,0
798694562394996736,4869,0
798686750113755136,2293,0
798682547630837760,4670,0
798673117451325440,5476,0
798665375516884993,3852,0
798644042770751489,1819,0
798628517273620480,1944,0
798585098161549313,5578,0
798576900688019456,5746,0
798340744599797760,3273,0
798209839306514432,2505,10295
797971864723324932,3053,11446
797545162159308800,4800,14386
797236660651966464,6453,19687
797165961484890113,26,223
796904159865868288,8778,0
796865951799083009,1892,7596
796759840936919040,2982,11660
796563435802726400,7108,0
796484825502875648,1724,7485
796387464403357696,4073,10859
796177847564038144,14037,0
796149749086875649,14037,31855
796125600683540480,1766,4909
796116448414461957,2365,8973
796080075804475393,2267,8355
796031486298386433,3656,10664
795464331001561088,23134,48872
795400264262053889,2814,9903
795076730285391872,5356,15990
794983741416415232,3322,0
794926597468000259,2273,10101
794355576146903043,10108,0
794332329137291264,2635,9500
794205286408003585,3267,9128
793962221541933056,4809,16619
793845145112371200,1825,9121
793614319594401792,3080,0
793601777308463104,1586,7887
793500921481273345,2338,10547
793286476301799424,9016,24289
793271401113350145,2358,8597
793256262322548741,8211,19740
793241302385262592,3242,10385
793226087023144960,2837,9684
793210959003287553,2749,8821
793195938047070209,5532,15069
793180763617361921,1967,6857
793165685325201412,2740,9278
793150605191548928,1672,6111
793135492858580992,2463,6325
793120401413079041,3847,12494
792913359805018113,3910,14124
792883833364439040,4193,11158
792773781206999040,1648,7274
792394556390137856,4235,13244
792050063153438720,1756,7057
791821351946420224,20734,0
791784077045166082,9389,0
791780927877898241,3754,0
791774931465953280,21794,44533
791672322847637504,3080,11602
791406955684368384,4045,12985
791312159183634433,2491,8649
791026214425268224,4021,0
790987426131050500,2094,9693
790946055508652032,4602,16464
790723298204217344,2266,0
790698755171364864,1886,8099
790581949425475584,6985,20383
790337589677002753,1854,7730
790277117346975746,3120,12399
790227638568808452,3493,0
789986466051088384,2266,9136
789960241177853952,4031,0
789903600034189313,4062,10204
789628658055020548,1731,7382
789599242079838210,1885,6646
789530877013393408,3322,11567
789314372632018944,2252,8528
789280767834746880,4832,0
789268448748703744,2564,8992
789137962068021249,2738,9573
788908386943430656,12263,27060
788765914992902144,10108,26963
788552643979468800,7017,0
788412144018661376,5167,15322
788178268662984705,2055,7139
788150585577050112,1253,6038
788070120937619456,3371,0
788039637453406209,1286,6046
787810552592695296,2985,8507
787717603741622272,2725,10124
787397959788929025,2797,10749
787322443945877504,1705,7686
787111942498508800,6621,0
786963064373534720,7819,26265
786729988674449408,2386,0
786709082849828864,6011,18023
786664955043049472,2488,10449
786595970293370880,3072,9339
786363235746385920,3406,10738
786286427768250368,2775,7868
786233965241827333,4610,15023
786051337297522688,153,1405
786036967502913536,6839,0
785927819176054784,3125,11227
785872687017132033,1762,6614
785639753186217984,2194,7759
785533386513321988,1951,8966
785515384317313025,1229,6027
785264754247995392,1592,7161
785170936622350336,4721,11850
784826020293709826,3170,9953
784517518371221505,2473,8852
784431430411685888,1244,5651
784183165795655680,7860,19737
784057939640352768,10854,29288
783839966405230592,10561,29513
783821107061198850,1918,7261
783695101801398276,3146,10304
783466772167098368,2183,8315
783391753726550016,5343,16640
783347506784731136,5416,0
783334639985389568,11416,28652
783085703974514689,2148,8039
782969140009107456,7195,23759
782747134529531904,1382,7362
782722598790725632,5272,16986
782598640137187329,1835,7682
782305867769217024,5417,16382
782021823840026624,6060,0
781955203444699136,3296,10964
781661882474196992,2656,10273
781655249211752448,1105,3933
781524693396357120,5428,20423
781308096455073793,2499,7027
781251288990355457,2028,8273
781163403222056960,2694,9640
780931614150983680,7108,21251
780858289093574656,1961,7085
780800785462489090,1263,5389
780601303617732608,3285,11892
780543529827336192,1703,6192
780496263422808064,3578,0
780476555013349377,109,0
780459368902959104,1047,5196
780192070812196864,2188,8552
780092040432480260,2240,0
780074436359819264,4825,11917
779834332596887552,6839,18534
779377524342161408,3031,8608
779124354206535695,17824,0
779056095788752897,4409,14483
778990705243029504,6995,19575
778774459159379968,9629,0
778764940568104960,354,848
778748913645780993,1270,6754
778650543019483137,1461,5644
778624900596654080,987,4525
778408200802557953,4199,13356
778396591732486144,11899,0
778383385161035776,1069,5713
778286810187399168,3213,10182
778039087836069888,2573,8331
778027034220126208,1564,6431
777953400541634568,3434,0
777885040357281792,1587,6236
777684233540206592,2852,11019
777641927919427584,4116,0
777621514455814149,2448,8564
777189768882946048,4199,13955
776819012571455488,13337,0
776813020089548800,1175,4788
776477788987613185,2698,8634
776249906839351296,8871,0
776218204058357768,15406,29252
776201521193218049,2449,9390
776113305656188928,4236,11537
776088319444877312,147,1798
775898661951791106,16327,0
775842724423557120,2587,11467
775733305207554048,3888,13608
775729183532220416,4482,12744
775364825476165632,2873,7228
775350846108426240,3806,9945
775085132600442880,4589,15216
774757898236878852,1735,8434
774639387460112384,1683,6598
774314403806253056,5369,21319
773985732834758656,3754,10521
773922284943896577,1704,6271
773704687002451968,1576,6463
773670353721753600,1278,5238
773547596996571136,5974,21624
773336787167145985,4907,0
773308824254029826,7271,22815
773247561583001600,3166,9265
773191612633579521,4019,9786
772877495989305348,3767,8366
772826264096874500,2294,7864
772615324260794368,3293,0
772581559778025472,1656,6347
772193107915964416,1344,5883
772152991789019136,1104,3728
772117678702071809,718,3688
772114945936949249,458,2674
772102971039580160,910,3920
771908950375665664,1831,6416
771770456517009408,3273,11737
771500966810099713,2540,8093
771380798096281600,4907,10261
771171053431250945,7226,0
771136648247640064,2840,8941
771102124360998913,1398,6091
771014301343748096,1606,6738
770787852854652928,1167,4817
770772759874076672,1376,5072
770655142660169732,1735,7191
770414278348247044,2039,6195
770293558247038976,1423,6085
770093767776997377,2954,0
770069151037685760,2228,7421
769940425801170949,9262,30540
769695466921623552,1636,6283
769335591808995329,7506,0
769212283578875904,1663,5263
768970937022709760,6307,13965
768909767477751808,2596,0
768855141948723200,862,4085
768609597686943744,1161,4015
768596291618299904,1242,4919
768554158521745409,5667,0
768473857036525572,3310,13296
768193404517830656,3434,10618
767884188863397888,1337,4642
767754930266464257,5217,15622
767500508068192258,2270,7329
767191397493538821,3642,12013
767122157629476866,2774,9940
766864461642756096,5451,0
766793450729734144,1321,4921
766714921925144576,364,2544
766693177336135680,774,3917
766423258543644672,1530,5867
766313316352462849,1822,6632
766078092750233600,2542,0
766069199026450432,822,4124
766008592277377025,483,3667
765719909049503744,2100,7066
765669560888528897,1201,5068
765395769549590528,3291,26077
765371061932261376,2103,6901
765222098633691136,3293,11368
764857477905154048,1725,6302
764259802650378240,1460,5870
763956972077010945,52,747
763837565564780549,4021,12237
763183847194451968,1429,5238
763167063695355904,2911,0
763103485927849985,2239,7194
762699858130116608,3493,11825
762471784394268675,6207,10949
762464539388485633,4031,10036
762316489655476224,1081,4673
762035686371364864,15028,31013
761976711479193600,1937,5265
761750502866649088,3790,0
761745352076779520,835,4171
761672994376806400,28138,48131
761599872357261312,1156,4023
761371037149827077,17492,0
761334018830917632,1409,5050
761292947749015552,1054,4375
761227390836215808,1515,5199
761004547850530816,3371,11065
760893934457552897,940,3726
760656994973933572,1844,6419
760641137271070720,1252,4854
760539183865880579,3511,7379
760521673607086080,1351,4101
760290219849637889,11104,26112
760252756032651264,846,3846
760190180481531904,1738,5549
760153949710192640,30,0
759943073749200896,2014,5788
759923798737051648,5451,14299
759846353224826880,1904,6563
759793422261743616,1848,5798
759557299618865152,1153,4560
759447681597108224,2386,8273
759446261539934208,470,1627
759197388317847553,1884,5932
759159934323924993,1122,0
759099523532779520,4017,14120
759047813560868866,1937,6305
758854675097526272,874,3457
758828659922702336,3724,10916
758740312047005698,1571,5592
758474966123810816,962,3696
758467244762497024,2138,4662
758405701903519748,1846,5064
758355060040593408,1023,3286
758099635764359168,9629,18511
758041019896193024,361,2628
757741869644341248,3157,6685
757729163776290825,7641,0
757725642876129280,1172,4416
757611664640446465,1062,4442
757597904299253760,291,0
757596066325864448,1022,4224
757400162377592832,6616,14727
757393109802180609,1679,5650
757354760399941633,1370,4389
756998049151549440,1917,6112
756939218950160384,1934,6451
756651752796094464,1253,4906
756526248105566208,3463,10131
756303284449767430,1071,3833
756288534030475264,17134,42852
756275833623502848,1482,6208
755955933503782912,2769,7102
755206590534418437,5169,15985
755110668769038337,10720,20599
754874841593970688,7634,0
754856583969079297,2424,6704
754747087846248448,501,2521
754482103782404096,1884,5137
754449512966619136,710,3642
754120377874386944,2271,7672
753655901052166144,2100,5681
753420520834629632,3427,7658
753398408988139520,1835,5582
753375668877008896,2240,7421
753298634498793472,5482,0
753294487569522689,1006,3265
753039830821511168,20144,36019
753026973505581056,925,3810
752932432744185856,6621,12244
752917284578922496,1516,6742
752701944171524096,2764,0
752682090207055872,1538,5842
752660715232722944,1502,4256
752568224206688256,2194,5324
752519690950500352,3327,7155
752334515931054080,1062,3714
752309394570878976,15634,0
752173152931807232,1766,5787
751950017322246144,880,2978
751937170840121344,1267,5043
751830394383790080,1879,5662
751793661361422336,2794,5639
751598357617971201,2941,7714
751583847268179968,1058,4263
751538714308972544,1210,4897
751456908746354688,970,3119
751251247299190784,5661,12141
751205363882532864,1746,6134
751132876104687617,1256,4920
750868782890057730,1314,4637
750719632563142656,4832,12768
750506206503038976,1108,4316
750429297815552001,4116,12787
750383411068534784,1101,4418
750381685133418496,27,675
750147208377409536,925,3010
750132105863102464,1241,3505
750117059602808832,1265,4208
750101899009982464,813,2951
750086836815486976,515,2110
750071704093859840,3200,7578
750056684286914561,867,3068
750041628174217216,587,3072
750026558547456000,758,2642
750011400160841729,870,3134
749996283729883136,787,2961
749981277374128128,2378,4953
749774190421639168,1275,4530
749417653287129088,1581,5921
749403093750648834,510,2531
749395845976588288,3302,8298
749317047558017024,2158,5324
749075273010798592,1994,5579
749064354620928000,1473,4660
749036806121881602,768,3002
748977405889503236,3273,10448
748932637671223296,2168,5618
748705597323898880,918,2692
748699167502000129,1529,4599
748692773788876800,1291,4116
748575535303884801,1916,5873
748568946752774144,647,2140
748346686624440324,1190,5064
748337862848962560,3949,7365
748324050481647620,727,3574
748307329658011649,690,3583
748220828303695873,7462,13683
747963614829678593,2062,5598
747933425676525569,2454,6410
747885874273214464,930,2843
747844099428986880,720,2732
747816857231626240,1121,4690
747651430853525504,147,1329
747648653817413632,5598,12473
747600769478692864,540,2262
747594051852075008,1005,3561
747512671126323200,1549,5346
747461612269887489,1004,3753
747439450712596480,1839,5239
747242308580548608,2789,0
747219827526344708,1506,5096
747204161125646336,872,3253
747103485104099331,3806,9241
746906459439529985,284,2808
746872823977771008,2050,5794
746818907684614144,1676,5144
746790600704425984,1532,4708
746757706116112384,3754,9257
746726898085036033,1728,5865
746542875601690625,1822,4878
746521445350707200,944,0
746507379341139972,1046,4512
746369468511756288,1569,5998
746131877086527488,2105,6667
746056683365994496,783,3462
745789745784041472,1021,3876
745712589599014916,2229,6778
745433870967832576,2449,6844
745422732645535745,2325,8281
745314880350101504,2633,6902
745074613265149952,3346,7576
745057283344719872,2155,7002
744995568523612160,590,2867
744971049620602880,2575,7614
744709971296780288,1499,5413
744334592493166593,2015,6545
744234799360020481,74466,150824
744223424764059648,347,1601
743980027717509120,1053,4034
743895849529389061,929,3536
743835915802583040,1982,0
743609206067040256,1335,4322
743595368194129920,6264,17700
743545585370791937,904,3416
743510151680958465,3575,7663
743253157753532416,1175,4100
743222593470234624,1835,5986
743210557239623680,1309,3712
742534281772302336,3427,6819
742528092657332225,1879,4264
742465774154047488,3759,7007
742423170473463808,3578,9488
742385895052087300,1878,6565
742161199639494656,1305,4153
742150209887731712,1479,4927
741793263812808706,1442,4390
741743634094141440,2627,7869
741438259667034112,784,3562
741303864243200000,3074,8472
741099773336379392,5286,9632
741067306818797568,2954,9199
740995100998766593,2604,6122
740711788199743490,900,3281
740699697422163968,746,2750
740676976021798912,6537,17511
740373189193256964,12743,33769
740365076218183684,410,2368
740359016048689152,823,3169
740214038584557568,1877,6454
739979191639244800,5667,19246
739932936087216128,1034,3917
739844404073074688,821,3663
739623569819336705,1303,3632
739606147276148736,1587,5215
739544079319588864,20262,38015
739485634323156992,2794,6883
739238157791694849,55490,111543
738891149612572673,6,101
738885046782832640,1098,3643
738883359779196928,757,3180
738537504001953792,1468,4899
738402415918125056,787,3140
738184450748633089,1162,4165
738166403467907072,3192,8436
738156290900254721,616,2409
737826014890496000,1693,5075
737800304142471168,3316,9645
737678689543020544,1259,4847
737445876994609152,4253,9856
737322739594330112,776,3470
737310737551491075,7092,14101
736736130620620800,1648,4083
736392552031657984,7017,17028
736365877722001409,1186,3832
736225175608430592,2666,7804
736010884653420544,2842,7585
735991953473572864,1095,3451
735648611367784448,1053,3892
735635087207878657,2252,5934
735274964362878976,4791,12539
735256018284875776,841,3207
735137028879360001,932,3012
734912297295085568,508,2646
734787690684657664,6017,12055
734776360183431168,510,2410
734559631394082816,377,1434
733828123016450049,749,3446
733822306246479872,979,3540
733482008106668032,906,3000
733460102733135873,1210,4018
733109485275860992,16327,51390
732732193018155009,512,2336
732726085725589504,853,3424
732585889486888962,747,3516
732375214819057664,2394,7770
732005617171337216,5133,14284
731285275100512256,953,3365
