tweet_id,retweet_count,favorite_count
731156023742988288,1211,3695
730924654643314689,1890,5912
730573383004487680,2034,4695
730427201120833536,989,3352
730211855403241472,1014,3665
730196704625098752,1797,4658
729854734790754305,1070,3873
729838605770891264,362,1663
729823566028484608,1188,3824
729463711119904772,2208,5559
729113531270991872,304,1807
728986383096946689,779,3024
728760639972315136,1627,4484
728751179681943552,645,2663
728653952833728512,997,3191
728409960103686147,1906,4710
728387165835677696,916,3571
728046963732717569,1151,4118
728035342121635841,1593,4368
728015554473250816,1048,3968
727685679342333952,607,2851
727644517743104000,1666,5628
727524757080539137,1157,4288
727314416056803329,709,3200
727286334147182592,783,2938
727175381690781696,1328,3769
727155742655025152,1264,3484
726935089318363137,2324,6605
726887082820554753,1446,3691
726828223124897792,961,3432
726224900189511680,1094,4255
725842289046749185,2542,6816
725786712245440512,1308,4006
725729321944506368,1692,4998
725458796924002305,583,1360
724983749226668032,1237,3593
724771698126512129,603,2248
724405726123311104,1589,5083
724049859469295616,1699,4172
724046343203856385,532,2560
724004602748780546,1470,4022
723912936180330496,1176,3738
723688335806480385,2788,7350
723673163800948736,846,2916
723179728551723008,1778,5086
722974582966214656,1495,3939
722613351520608256,1561,4789
721503162398597120,1741,4430
721001180231503872,586,2431
720785406564900865,731,2980
720775346191278080,629,2362
720415127506415616,1431,3975
720389942216527872,2386,6110
720340705894408192,932,2753
720059472081784833,1070,3710
720043174954147842,1916,4735
719991154352222208,1663,4649
719704490224398336,1361,4357
719551379208073216,1807,4860
719367763014393856,712,2688
719339463458033665,1177,4278
719332531645071360,903,3304
718971898235854848,1030,3342
718939241951195136,1668,5049
718631497683582976,7638,18115
718613305783398402,456,2343
718540630683709445,965,2347
718460005985447936,500,2587
718454725339934721,1440,4663
718246886998687744,474,1838
718234618122661888,945,3716
717841801130979328,569,2356
717790033953034240,1047,2751
717537687239008257,1757,5570
717428917016076293,427,1555
717421804990701568,800,3038
717047459982213120,1832,6036
717009362452090881,916,3110
716802964044845056,1115,4123
716791146589110272,1511,7907
716730379797970944,411,1188
716447146686459905,5587,12541
716439118184652801,200,2295
716285507865542656,1006,2667
716080869887381504,1819,6518
715928423106027520,842,3071
715758151270801409,1362,3565
715733265223708672,1613,4495
715704790270025728,546,2669
715696743237730304,1234,3760
715680795826982913,1529,4123
715360349751484417,1493,5263
715342466308784130,656,2933
715220193576927233,617,2331
715200624753819648,1779,4957
715009755312439296,1167,3991
714982300363173890,989,3576
714962719905021952,4045,7056
714957620017307648,1349,3994
714631576617938945,946,3148
714606013974974464,880,3498
714485234495041536,1077,2559
714258258790387713,699,2920
714251586676113411,800,3149
714214115368108032,831,2196
714141408463036416,1338,4154
713919462244790272,756,3166
713909862279876608,517,1824
713900603437621249,697,2738
713761197720473600,1303,4669
713411074226274305,1243,4266
713177543487135744,2735,6947
713175907180089344,1411,4283
712809025985978368,6425,18303
712717840512598017,4739,11838
712668654853337088,1156,4009
712438159032893441,1500,5119
712309440758808576,25,228
712097430750289920,989,3629
712092745624633345,851,2836
712085617388212225,465,3150
712065007010385924,595,2173
711998809858043904,123,0
711968124745228288,2203,7738
711743778164514816,951,2734
711732680602345472,3892,8463
711694788429553666,17492,31554
711652651650457602,867,3711
711363825979756544,1084,3496
711306686208872448,709,3175
711008018775851008,585,2883
710997087345876993,1326,4403
710844581445812225,651,2447
710833117892898816,507,2585
710658690886586372,536,2225
710609963652087808,2277,4618
710588934686908417,1779,4365
710296729921429505,705,2289
710283270106132480,498,2080
710272297844797440,1200,4354
710269109699739648,1071,2306
710153181850935296,858,2808
710140971284037632,847,2647
710117014656950272,1884,5249
709918798883774466,1039,3368
709901256215666688,98,641
709852847387627521,1149,3374
709566166965075968,1149,3411
709556954897764353,1023,3159
709519240576036864,227,1441
709449600415961088,542,2128
709409458133323776,650,2537
709225125749587968,544,2324
709207347839836162,5503,12001
709198395643068416,612,2361
709179584944730112,642,1937
709158332880297985,393,1958
709042156699303936,1558,4553
708853462201716736,632,1738
708845821941387268,855,2870
708834316713893888,479,1624
708810915978854401,6596,15853
708738143638450176,780,2662
708711088997666817,685,2437
708479650088034305,647,2447
708469915515297792,783,2990
708400866336894977,9592,15313
708356463048204288,1260,3450
708349470027751425,706,2266
708149363256774660,1488,4141
708130923141795840,819,3255
708119489313951744,936,2584
708109389455101952,533,1882
708026248782585858,1841,4236
707995814724026368,1081,3012
707983188426153984,2,49
707969809498152960,918,2583
707776935007539200,916,3160
707741517457260545,585,2409
707738799544082433,2346,3926
707693576495472641,952,3266
707629649552134146,829,2474
707610948723478529,6060,16339
707420581654872064,664,2173
707411934438625280,572,2220
707387676719185920,1217,3361
707377100785885184,1036,3144
707315916783140866,608,2385
707297311098011648,747,2689
707059547140169728,646,2498
707038192327901184,754,2110
707021089608753152,1293,3942
707014260413456384,573,2230
706904523814649856,7506,14033
706901761596989440,558,1972
706681918348251136,936,3181
706644897839910912,1045,2473
706593038911545345,605,2081
706538006853918722,1370,3354
706516534877929472,985,3008
706346369204748288,887,3328
706310011488698368,7554,20465
706291001778950144,456,1646
706265994973601792,893,2639
706169069255446529,2120,3761
706166467411222528,1529,4964
706153300320784384,368,1428
705975130514706432,697,2989
705970349788291072,854,3069
705898680587526145,527,2291
705786532653883392,495,1860
705591895322394625,1102,3058
705475953783398401,877,2856
705442520700944385,1544,4240
705428427625635840,1598,3665
705239209544720384,723,2891
705223444686888960,764,2496
705102439679201280,495,2066
705066031337840642,588,2111
704871453724954624,1077,4121
704859558691414016,507,2169
704847917308362754,1453,4888
704819833553219584,939,2544
704761120771465216,2789,6383
704499785726889984,962,2800
704491224099647488,75,721
704480331685040129,1027,3269
704364645503647744,3401,7688
704347321748819968,334,1521
704134088924532736,435,1454
704113298707505153,548,1789
704054845121142784,879,2819
703774238772166656,436,1780
703769065844768768,1094,3149
703631701117943808,641,2482
703611486317502464,1460,3701
703425003149250560,1302,3665
703407252292673536,663,2352
703382836347330562,1096,3378
703356393781329922,369,1845
703268521220972544,520,1914
703079050210877440,2954,7117
703041949650034688,11899,25338
702932127499816960,689,2490
702899151802126337,433,1550
702684942141153280,1024,3114
702671118226825216,537,2117
702598099714314240,3295,11794
702539513671897089,918,2781
702332542343577600,1481,3060
702321140488925184,1007,3162
702276748847800320,737,2380
702217446468493312,1286,4614
701981390485725185,942,3324
701952816642965504,982,3708
701889187134500865,1329,3415
701805642395348998,1602,3297
701601587219795968,434,2025
701570477911896070,889,2718
701545186879471618,584,2574
701214700881756160,4869,11764
700890391244103680,542,2141
700864154249383937,598,2508
700847567345688576,479,2373
700796979434098688,895,2349
700747788515020802,8871,21947
700518061187723268,763,2518
700505138482569216,547,2209
700462010979500032,1704,3971
700167517596164096,700,2547
700151421916807169,643,2169
700143752053182464,2596,7236
700062718104104960,655,2548
700029284593901568,561,2008
700002074055016451,1282,3188
699801817392291840,909,2934
699788877217865730,490,2156
699779630832685056,1188,2633
699775878809702401,579,1891
699691744225525762,4398,9914
699446877801091073,2514,5735
699434518667751424,493,2098
699423671849451520,309,1313
699413908797464576,597,2018
699370870310113280,418,1830
699323444782047232,831,3044
699088579889332224,597,2173
699079609774645248,619,2362
699072405256409088,1140,2861
699060279947165696,1720,3603
699036661657767936,1152,2516
698989035503689728,929,3223
698953797952008193,875,2589
698907974262222848,594,2445
698710712454139905,652,2384
698703483621523456,358,1398
698635131305795584,328,1256
698549713696649216,596,2239
698355670425473025,427,1785
698342080612007937,925,2184
698262614669991936,1911,4606
698195409219559425,5712,16154
698178924120031232,709,2722
697995514407682048,324,1466
697990423684476929,1233,3170
697943111201378304,646,2307
697881462549430272,1111,2908
697630435728322560,524,1685
697616773278015490,970,3036
697596423848730625,1209,2898
697575480820686848,481,1968
697516214579523584,1063,1977
697482927769255936,640,2339
697463031882764288,1347,3304
697270446429966336,1807,4540
697259378236399616,960,3180
697255105972801536,1107,2961
697242256848379904,642,2441
696900204696625153,981,3063
696894894812565505,652,2258
696886256886657024,1717,4672
696877980375769088,685,2363
696754882863349760,346,1431
696744641916489729,890,1996
696713835009417216,621,2289
696518437233913856,1647,3779
696490539101908992,138,1172
696488710901260288,983,2425
696405997980676096,1112,3092
696100768806522880,626,1863
695816827381944320,1105,2907
695794761660297217,739,3052
695767669421768709,703,1795
695629776980148225,2005,4402
695446424020918272,1741,4257
695409464418041856,3432,8366
695314793360662529,1392,3496
695095422348574720,588,2552
695074328191332352,1052,2740
695064344191721472,564,1543
695051054296211456,765,2565
694925794720792577,878,2603
694905863685980160,894,2654
694669722378485760,13730,34496
694356675654983680,275,1450
694352839993344000,583,1966
694342028726001664,466,1529
694329668942569472,482,1928
694206574471057408,1953,4008
694183373896572928,890,2839
694001791655137281,980,3285
693993230313091072,384,1812
693942351086120961,351,1690
693647888581312512,560,2595
693644216740769793,119,1309
693642232151285760,397,2460
693629975228977152,761,2359
693622659251335168,357,1477
693590843962331137,1870,4860
693582294167244802,236,1587
693486665285931008,604,1706
693280720173801472,1190,3233
693267061318012928,776,2295
693262851218264065,475,2132
693231807727280129,711,2775
693155686491000832,3072,7602
693109034023534592,581,1645
693095443459342336,435,1798
692919143163629568,728,2593
692905862751522816,839,2348
692901601640583168,576,1699
692894228850999298,760,2185
692828166163931137,855,2776
692752401762250755,3494,6572
692568918515392513,1471,4207
692535307825213440,1301,3043
692530551048294401,395,1773
692423280028966913,213,1423
692417313023332352,3310,9027
692187005137076224,783,2450
692158366030913536,755,2070
692142790915014657,374,1589
692041934689402880,1211,3275
692017291282812928,910,2788
691820333922455552,1582,3822
691793053716221953,4053,7847
691756958957883396,945,2737
691675652215414786,487,1886
691483041324204033,537,2310
691459709405118465,1089,3901
691444869282295808,809,2543
691416866452082688,7310,18641
691321916024623104,632,2489
691096613310316544,846,2869
691090071332753408,320,1666
690989312272396288,2749,5687
690959652130045952,1195,3450
690938899477221376,1866,3946
690932576555528194,975,3169
690735892932222976,1221,3654
690728923253055490,494,2103
690690673629138944,786,2240
690649993829576704,262,1256
690607260360429569,16,288
690597161306841088,580,1880
690400367696297985,431,1822
690374419777196032,806,3134
690360449368465409,842,2567
690348396616552449,492,1451
690248561355657216,394,1624
690021994562220032,983,2706
690015576308211712,701,2400
690005060500217858,1615,3539
689999384604450816,353,1364
689993469801164801,428,1409
689977555533848577,430,1328
689905486972461056,666,2370
689877686181715968,1110,2934
689835978131935233,721,2101
689661964914655233,896,3120
689659372465688576,3678,9995
689623661272240129,619,2151
689599056876867584,5275,11235
689557536375177216,436,1982
689517482558820352,1370,3279
689289219123089408,889,2172
689283819090870273,1056,3145
689280876073582592,676,1916
689275259254616065,235,1102
689255633275777024,1039,2469
689154315265683456,951,2978
689143371370250240,483,1955
688916208532455424,823,2618
688908934925697024,732,2038
688898160958271489,749,2023
688894073864884227,655,2170
688828561667567616,350,1334
688804835492233216,182,931
688789766343622656,633,2144
688547210804498433,667,2498
688519176466644993,701,2242
688385280030670848,4278,8936
688211956440801280,793,2165
688179443353796608,561,2061
688116655151435777,742,2724
688064179421470721,347,1674
687841446767013888,2396,5264
687826841265172480,1077,2657
687818504314159109,914,2398
687807801670897665,686,2298
687732144991551489,638,1696
687704180304273409,806,2352
687664829264453632,489,1872
687494652870668288,553,1835
687480748861947905,229,1550
687476254459715584,512,1915
687460506001633280,521,1989
687399393394311168,590,1829
687317306314240000,8778,19426
687312378585812992,1822,4210
687127927494963200,2166,5229
687124485711986689,486,2111
687109925361856513,2352,5613
687102708889812993,931,2266
687096057537363968,581,2160
686947101016735744,3061,8328
686760001961103360,1330,3392
686749460672679938,1388,3357
686730991906516992,1149,3992
686683045143953408,770,2724
686618349602762752,1304,3566
686606069955735556,523,1822
686394059078897668,660,1677
686386521809772549,846,3148
686377065986265092,545,2138
686358356425093120,634,2097
686286779679375361,1605,3874
686050296934563840,699,2144
686035780142297088,112,1106
686034024800862208,1095,2961
686007916130873345,392,2392
686003207160610816,594,1765
685973236358713344,496,2021
685943807276412928,565,1570
685906723014619143,2737,7212
685681090388975616,116,1969
685667379192414208,541,2274
685663452032069632,1394,3105
685641971164143616,738,2812
685547936038666240,14893,31691
685532292383666176,1106,2926
685325112850124800,3790,9084
685321586178670592,602,2549
685315239903100929,1001,3169
685307451701334016,419,2006
685268753634967552,1144,2984
685198997565345792,641,2249
685169283572338688,1368,3966
684969860808454144,354,2296
684959798585110529,2993,6564
684940049151070208,996,3088
684926975086034944,446,3363
684914660081053696,1391,3372
684902183876321280,506,1796
684880619965411328,770,2006
684830982659280897,20734,33726
684800227459624960,956,2626
684594889858887680,3348,8561
684588130326986752,1350,3959
684567543613382656,1159,2898
684538444857667585,909,2550
684481074559381504,1124,3738
684460069371654144,537,1906
684241637099323392,3126,7817
684225744407494656,196,1194
684222868335505415,1305,3692
684200372118904832,997,2074
684195085588783105,487,1837
684188786104872960,1111,3368
684177701129875456,631,1947
684147889187209216,1458,2882
684122891630342144,449,1931
684097758874210310,1375,3960
683857920510050305,1074,3673
683852578183077888,331,1874
683849932751646720,912,2520
683834909291606017,1074,2532
683828599284170753,1012,2700
683773439333797890,1287,3225
683742671509258241,3172,6225
683515932363329536,2764,7066
683498322573824003,922,3058
683481228088049664,955,2571
683462770029932544,645,2336
683449695444799489,1539,3734
683391852557561860,2293,7349
683357973142474752,874,2787
683142553609318400,993,2760
683111407806746624,872,3273
683098815881154561,625,2092
683078886620553216,544,1928
683030066213818368,713,2087
682962037429899265,15680,35335
682808988178739200,160,1713
682788441537560576,1061,2391
682750546109968385,418,1460
682697186228989953,349,1266
682662431982772225,1032,2939
682638830361513985,565,1988
682429480204398592,1101,3314
682406705142087680,1675,7280
682393905736888321,637,2156
682389078323662849,447,1605
682303737705140231,931,2951
682259524040966145,1138,3986
682242692827447297,1094,3103
682088079302213632,9389,17521
682059653698686977,1598,4745
682047327939461121,895,3074
682032003584274432,1896,6327
682003177596559360,1448,2999
681981167097122816,987,2701
681891461017812993,779,2382
681694085539872773,3869,12317
681679526984871937,419,1696
681654059175129088,868,2524
681610798867845120,443,1822
681579835668455424,1240,3405
681523177663676416,5482,13726
681340665377193984,261,1581
681339448655802368,3898,8940
681320187870711809,707,2542
681302363064414209,1731,3774
681297372102656000,907,3091
681281657291280384,1050,3107
681261549936340994,253,1402
681242418453299201,502,1429
681231109724700672,464,2320
681193455364796417,1404,3555
680970795137544192,623,2321
680959110691590145,1911,4409
680940246314430465,993,3069
680934982542561280,415,2012
680913438424612864,591,2319
680889648562991104,352,1699
680836378243002368,1257,3319
680805554198020098,637,2069
680801747103793152,780,2290
680798457301471234,988,2737
680609293079592961,664,2522
680583894916304897,1264,3485
680497766108381184,1819,4078
680494726643068929,463,1658
680473011644985345,718,2446
680440374763077632,477,1401
680221482581123072,281,1421
680206703334408192,1108,2722
680191257256136705,477,2074
680176173301628928,1471,3739
680161097740095489,701,2236
680145970311643136,1663,3463
680130881361686529,897,2206
680115823365742593,864,2617
680100725817409536,1309,3453
680085611152338944,8570,12309
680070545539371008,818,2488
679877062409191424,619,1895
679872969355714560,638,2114
679862121895714818,588,2364
679854723806179328,1165,2744
679844490799091713,722,2277
679828447187857408,13337,34705
679777920601223168,1043,2992
679736210798047232,752,2008
679729593985699840,789,2079
679722016581222400,447,1598
679530280114372609,1976,4576
679527802031484928,687,2532
679511351870550016,1201,3232
679503373272485890,1394,3039
679475951516934144,611,2008
679462823135686656,17824,30167
679405845277462528,1140,2269
679158373988876288,7634,20352
679148763231985668,972,2673
679132435750195208,1101,2852
679111216690831360,2453,5697
679062614270468097,7641,16213
679047485189439488,626,2152
679001094530465792,1162,2721
678991772295516161,1095,2180
678969228704284672,432,1566
678800283649069056,854,2459
678798276842360832,1096,3310
678774928607469569,857,2689
678767140346941444,1287,3371
678764513869611008,442,1556
678755239630127104,3098,6766
678740035362037760,1571,3583
678708137298427904,2300,5345
678675843183484930,1385,2727
678643457146150913,381,1963
678446151570427904,1451,3823
678424312106393600,2409,5221
678410210315247616,1704,4006
678399652199309312,30119,76527
678396796259975168,396,1520
678389028614488064,401,1776
678380236862578688,851,2316
678341075375947776,506,1646
678334497360859136,235,1235
678278586130948096,5776,10909
678255464182861824,348,1513
678023323247357953,356,1819
678021115718029313,5956,12954
677961670166224897,1597,3256
677918531514703872,383,1273
677895101218201600,1954,4589
677716515794329600,922,2899
677700003327029250,1364,3227
677698403548192770,303,1173
677687604918272002,797,2381
677673981332312066,1417,3168
677662372920729601,892,1852
677644091929329666,763,1771
677573743309385728,657,2033
677565715327688705,433,1241
677557565589463040,1090,2331
677547928504967168,3469,6589
677530072887205888,217,1016
677335745548390400,1651,2886
677334615166730240,269,1280
677331501395156992,222,1037
677328882937298944,1423,3479
677314812125323265,504,1570
677301033169788928,381,1168
677269281705472000,668,1874
677228873407442944,1547,3373
677187300187611136,858,2589
676975532580409345,1007,2631
676957860086095872,767,2127
676949632774234114,372,1244
676948236477857792,810,2048
676946864479084545,344,1646
676942428000112642,702,1966
676936541936185344,4670,12101
676916996760600576,1711,2817
676897532954456065,686,2133
676864501615042560,660,1982
676821958043033607,14585,21687
676819651066732545,624,1730
676811746707918848,404,1359
676776431406465024,1908,4741
676617503762681856,898,2731
676613908052996102,187,1030
676606785097199616,409,1807
676603393314578432,360,1100
676593408224403456,2016,4331
676590572941893632,115,873
676588346097852417,735,2188
676582956622721024,256,1127
676575501977128964,1051,2434
676533798876651520,519,1779
676496375194980353,501,1446
676470639084101634,4400,11031
676440007570247681,619,1634
676430933382295552,318,1326
676263575653122048,507,1983
676237365392908289,265,1144
676219687039057920,29158,72495
676215927814406144,540,1643
676191832485810177,969,2145
676146341966438401,626,1818
676121918416756736,1092,2050
676101918813499392,1097,2682
676098748976615425,1318,2827
676089483918516224,410,1242
675898130735476737,530,1525
675891555769696257,802,2010
675888385639251968,888,2246
675878199931371520,1313,3948
675870721063669760,528,1546
675853064436391936,1198,2543
675849018447167488,133,900
675845657354215424,818,2141
675822767435051008,505,1438
675820929667219457,223,987
675798442703122432,3207,9691
675781562965868544,437,1532
675740360753160193,317,1110
675710890956750848,763,1772
675707330206547968,639,1871
675706639471788032,87,614
675534494439489536,382,1740
675531475945709568,358,1118
675522403582218240,266,980
675517828909424640,436,1221
675501075957489664,5476,16203
675497103322386432,1206,2961
675489971617296384,556,1215
675483430902214656,905,1737
675432746517426176,535,1429
675372240448454658,488,1594
675362609739206656,211,996
675354435921575936,15634,30629
675349384339542016,2117,3705
675334060156301312,1202,2603
675166823650848770,1469,3327
675153376133427200,2393,5870
675149409102012420,1581,3503
675147105808306176,216,886
675146535592706048,272,1111
675145476954566656,834,2009
675135153782571009,440,1222
675113801096802304,730,1828
675111688094527488,232,900
675109292475830276,1049,2637
675047298674663426,297,991
675015141583413248,1099,2536
675006312288268288,208,919
675003128568291329,430,1466
674999807681908736,1023,2105
674805413498527744,333,803
674800520222154752,793,2825
674793399141146624,1009,2349
674790488185167872,231,1034
674788554665512960,194,761
674781762103414784,1108,1884
674774481756377088,436,1035
674767892831932416,725,1703
674764817387900928,217,744
674754018082705410,405,1278
674752233200820224,425,1367
674743008475090944,502,1308
674742531037511680,48,451
674739953134403584,357,1025
674737130913071104,81,607
674690135443775488,438,1072
674670581682434048,601,1511
674664755118911488,224,858
674646392044941312,451,1350
674644256330530816,254,973
674638615994089473,543,1577
674632714662858753,533,1406
674606911342424069,92,878
674468880899788800,1883,5849
674447403907457024,333,999
674436901579923456,360,1039
674422304705744896,498,1343
674416750885273600,126,649
674410619106390016,425,1133
674394782723014656,525,1413
674372068062928900,294,799
674330906434379776,70,534
674318007229923329,479,1324
674307341513269249,6410,10638
674291837063053312,5415,13742
674271431610523648,678,1458
674269164442398721,213,857
674265582246694913,779,1524
674262580978937856,417,1235
674255168825880576,499,1367
674082852460433408,151,718
674075285688614912,261,935
674063288070742018,2017,5966
674053186244734976,1195,3092
674051556661161984,455,1360
674045139690631169,595,1321
674042553264685056,116,675
674038233588723717,394,1033
674036086168010753,189,804
674024893172875264,1135,1665
674019345211760640,283,1062
674014384960745472,591,1461
674008982932058114,327,1126
673956914389192708,884,1830
673919437611909120,342,1100
673906403526995968,1521,2969
673887867907739649,236,881
673716320723169284,699,2897
673715861853720576,1905,3299
673711475735838725,276,977
673709992831262724,246,789
673708611235921920,263,1001
673707060090052608,359,1036
673705679337693185,379,1181
673700254269775872,527,1343
673697980713705472,1800,3691
673689733134946305,597,1630
673688752737402881,456,1181
673686845050527744,401,1343
673680198160809984,431,1280
673662677122719744,342,1175
673656262056419329,217,678
673636718965334016,334,1029
673612854080196609,668,1501
673583129559498752,333,1118
673580926094458881,254,777
673576835670777856,518,1290
673363615379013632,281,966
673359818736984064,617,1353
673355879178194945,528,1409
673352124999274496,498,1563
673350198937153538,195,712
673345638550134785,1166,2339
673343217010679808,247,908
673342308415348736,526,1189
673320132811366400,7226,12520
673317986296586240,229,823
673295268553605120,2911,7012
673270968295534593,333,1001
673240798075449344,655,1334
673213039743795200,772,2080
673148804208660480,577,1582
672997845381865473,658,1845
672995267319328768,268,881
672988786805112832,267,913
672984142909456390,506,1178
672980819271634944,934,1701
672975131468300288,829,1563
672970152493887488,328,881
672968025906282496,497,1239
672964561327235073,589,1325
672902681409806336,457,1282
672898206762672129,390,842
672884426393653248,776,1435
672877615439593473,325,960
672834301050937345,528,1219
672828477930868736,450,1165
672640509974827008,289,914
672622327801233409,444,1201
672614745925664768,534,1139
672609152938721280,357,1029
672604026190569472,364,1030
672594978741354496,564,1239
672591762242805761,305,886
672591271085670400,174,671
672538107540070400,335,949
672523490734551040,151,584
672488522314567680,399,1038
672482722825261057,547,1048
672481316919734272,120,672
672475084225949696,647,1351
672466075045466113,483,1260
672272411274932228,3092,5996
672267570918129665,561,1381
672264251789176834,307,1056
672256522047614977,1409,2628
672254177670729728,683,1334
672248013293752320,552,1613
672245253877968896,143,631
672239279297454080,297,837
672231046314901505,928,1699
672222792075620352,193,732
672205392827572224,1052,2095
672169685991993344,336,952
672160042234327040,328,819
672139350159835138,639,1619
672125275208069120,1050,2216
672095186491711488,339,927
672082170312290304,338,882
672068090318987265,468,1198
671896809300709376,3852,7930
671891728106971137,520,1220
671882082306625538,1278,3252
671879137494245376,608,1311
671874878652489728,506,1169
671866342182637568,449,1048
671855973984772097,398,837
671789708968640512,3182,6593
671768281401958400,455,1115
671763349865160704,828,1552
671744970634719232,708,1264
671743150407421952,218,700
671735591348891648,692,1343
671729906628341761,3987,7912
671561002136281088,6648,11914
671550332464455680,192,844
671547767500775424,539,1255
671544874165002241,956,1826
671542985629241344,518,1016
671538301157904385,351,867
671536543010570240,371,1097
671533943490011136,533,947
671528761649688577,235,783
671520732782923777,488,1299
671518598289059840,272,883
671511350426865664,644,1479
671504605491109889,3291,6499
671497587707535361,416,861
671488513339211776,440,934
671486386088865792,181,537
671485057807351808,213,712
671390180817915904,687,1337
671362598324076544,270,1035
671357843010908160,144,372
671355857343524864,111,452
671347597085433856,389,881
671186162933985280,190,676
671182547775299584,308,1033
671166507850801152,313,808
671163268581498880,1013,1527
671159727754231808,74,334
671154572044468225,202,659
671151324042559489,139,617
671147085991960577,200,618
671141549288370177,601,1072
671138694582165504,370,858
671134062904504320,174,690
671122204919246848,2303,3231
671115716440031232,714,1269
671109016219725825,399,1066
670995969505435648,265,1025
670842764863651840,7973,22975
670840546554966016,177,544
670838202509447168,637,1029
670833812859932673,113,403
670832455012716544,198,676
670826280409919488,3716,5117
670823764196741120,170,716
670822709593571328,89,561
670815497391357952,1405,2936
670811965569282048,246,1047
670807719151067136,450,1081
670804601705242624,876,1827
670803562457407488,83,319
670797304698376195,213,688
670792680469889025,251,775
670789397210615808,219,611
670786190031921152,183,556
670783437142401025,351,773
670782429121134593,703,1430
670780561024270336,266,738
670778058496974848,68,311
670764103623966721,388,1007
670755717859713024,96,404
670733412878163972,470,895
670727704916926465,327,777
670717338665226240,442,1102
670704688707301377,341,726
670691627984359425,221,549
670679630144274432,257,698
670676092097810432,37,227
670668383499735048,4566,9915
670474236058800128,678,1409
670468609693655041,81,335
670465786746662913,502,906
670452855871037440,188,512
670449342516494336,596,1121
670444955656130560,1819,6289
670442337873600512,185,601
670435821946826752,473,986
670434127938719744,591,1322
670433248821026816,103,309
670428280563085312,565,1294
670427002554466305,146,487
670421925039075328,578,1219
670420569653809152,287,573
670417414769758208,300,533
670411370698022913,818,1876
670408998013820928,201,515
670403879788544000,141,397
670385711116361728,189,522
670374371102445568,248,699
670361874861563904,60,309
670338931251150849,101,399
670319130621435904,1122,3627
670303360680108032,120,406
670290420111441920,262,649
670093938074779648,305,955
670086499208155136,229,650
670079681849372674,1118,2054
670073503555706880,719,1452
670069087419133954,216,579
670061506722140161,304,702
670055038660800512,296,616
670046952931721218,159,600
670040295598354432,103,702
670037189829525505,253,551
670003130994700288,84,311
669993076832759809,75,300
669972011175813120,141,413
669970042633789440,50,284
669942763794931712,144,465
669926384437997569,88,352
669923323644657664,53,219
669753178989142016,367,745
669749430875258880,60,242
669684865554620416,82,473
669683899023405056,100,353
669682095984410625,124,330
669680153564442624,266,624
669661792646373376,391,753
669625907762618368,1658,3276
669603084620980224,334,889
669597912108789760,139,477
669583744538451968,851,1382
669573570759163904,127,404
669571471778410496,930,1477
669567591774625800,48,219
669564461267722241,110,363
669393256313184256,67,332
669375718304980992,664,1229
669371483794317312,163,456
669367896104181761,139,426
669363888236994561,209,581
669359674819481600,110,346
669354382627049472,1169,2501
669353438988365824,240,585
669351434509529089,166,402
669328503091937280,381,942
669327207240699904,112,533
669324657376567296,192,457
669216679721873412,370,1106
669214165781868544,148,402
669203728096960512,430,934
669037058363662336,284,608
669015743032369152,345,688
669006782128353280,223,539
669000397445533696,5815,19409
668994913074286592,206,408
668992363537309700,311,691
668989615043424256,303,622
668988183816871936,422,835
668986018524233728,149,511
668981893510119424,276,503
668979806671884288,317,737
668975677807423489,530,1211
668967877119254528,21,135
668960084974809088,224,655
668955713004314625,65,255
668932921458302977,52,238
668902994700836864,91,297
668892474547511297,135,372
668872652652679168,278,491
668852170888998912,147,423
668826086256599040,122,396
668815180734689280,237,517
668779399630725120,342,663
668655139528511488,202,487
668645506898350081,484,810
668643542311546881,472,810
668641109086707712,493,987
668636665813057536,453,963
668633411083464705,1460,2583
668631377374486528,293,657
668627278264475648,100,290
668625577880875008,118,352
668623201287675904,686,1310
668620235289837568,36,184
668614819948453888,294,575
668587383441514497,976,1551
668567822092664832,49,220
668544745690562560,209,476
668542336805281792,193,423
668537837512433665,64,237
668528771708952576,204,430
668507509523615744,95,302
668496999348633600,120,380
668484198282485761,215,390
668480044826800133,130,422
668466899341221888,465,817
668297328638447616,273,581
668291999406125056,29,226
668286279830867968,125,471
668274247790391296,212,764
668268907921326080,214,511
668256321989451776,544,1201
668248472370458624,430,884
668237644992782336,2583,5722
668226093875376128,92,270
668221241640230912,180,474
668204964695683073,182,519
668190681446379520,183,603
668171859951755264,173,451
668154635664932864,286,463
668142349051129856,257,538
668113020489474048,217,620
667937095915278337,732,1155
667924896115245057,97,275
667915453470232577,51,196
667911425562669056,264,453
667902449697558528,350,799
667886921285246976,977,1730
667885044254572545,427,767
667878741721415682,107,370
667873844930215936,369,579
667866724293877760,944,2820
667861340749471744,74,229
667832474953625600,57,268
667806454573760512,448,979
667801013445750784,87,300
667793409583771648,305,644
667782464991965184,225,383
667773195014021121,47,216
667766675769573376,200,403
667728196545200128,140,349
667724302356258817,288,444
667550904950915073,30,0
667550882905632768,26,0
667549055577362432,2059,5324
667546741521195010,115,316
667544320556335104,485,793
667538891197542400,60,190
667534815156183040,481,758
667530908589760512,218,432
667524857454854144,1026,1570
667517642048163840,176,343
667509364010450944,1944,6315
667502640335572993,201,505
667495797102141441,244,484
667491009379606528,206,481
667470559035432960,88,233
667455448082227200,56,178
667453023279554560,80,291
667443425659232256,528,716
